Frequency,Amplitude,Phase
1.176214e-01,1.989412e+00,2.087562e+00
1.176837e-01,2.485383e+00,1.609619e+00
1.177460e-01,1.604131e+00,2.430129e-01
1.178082e-01,3.043198e+00,1.375831e+00
1.178705e-01,4.683358e+00,1.441149e+00
1.179328e-01,1.436059e+00,-2.73E+00
1.179950e-01,1.717879e-01,7.047569e-01
1.180573e-01,2.015399e+00,1.359674e+00
1.181196e-01,9.331863e-01,2.244070e+00
1.181818e-01,3.681221e+00,2.734770e+00
1.182441e-01,2.124236e+00,-2.31E+00
1.183064e-01,3.955311e+00,2.086286e+00
1.183686e-01,3.966866e+00,1.816358e+00
1.184309e-01,2.046457e+00,2.032193e+00
1.184932e-01,5.751087e+00,1.428441e+00
1.185554e-01,3.879381e+00,1.417173e-01
1.186177e-01,3.162906e+00,1.107123e+00
1.186800e-01,2.557387e+00,-9.81E-02
1.187422e-01,2.632896e+00,1.453267e+00
1.188045e-01,9.625256e-01,-8.31E-01
1.188667e-01,2.533825e+00,-2.01E+00
1.189290e-01,5.265166e-01,-8.40E-01
1.189913e-01,3.096036e+00,-2.90E+00
1.190535e-01,1.578123e+00,-2.44E-01
1.191158e-01,3.801864e+00,-2.71E+00
1.191781e-01,3.289989e+00,1.865821e+00
1.192403e-01,2.090890e+00,2.326191e+00
1.193026e-01,2.006883e+00,-4.70E-01
1.193649e-01,3.526075e+00,2.265647e+00
1.194271e-01,1.152379e+00,1.432305e+00
1.194894e-01,3.492920e+00,2.747874e+00
1.195517e-01,3.183974e+00,1.168087e+00
1.196139e-01,2.574595e+00,2.214052e+00
1.196762e-01,2.456957e+00,-5.05E-01
1.197385e-01,3.195629e+00,1.213212e+00
1.198007e-01,1.627659e+00,3.024326e+00
1.198630e-01,1.844119e+00,2.047122e+00
1.199253e-01,1.922671e+00,-2.08E+00
1.199875e-01,3.986292e+00,2.255276e+00
1.200498e-01,9.438243e-01,4.479871e-01
1.201121e-01,1.875189e+00,2.320987e+00
1.201743e-01,1.010795e+00,-2.10E+00
1.202366e-01,2.300977e+00,4.562507e-01
1.202989e-01,1.574226e+00,-2.84E-01
1.203611e-01,1.353877e+00,2.119823e+00
1.204234e-01,1.883212e+00,5.037084e-01
1.204857e-01,1.295805e+00,-1.78E+00
1.205479e-01,9.295001e-01,-1.10E-02
1.206102e-01,2.555255e+00,2.102142e+00
1.206725e-01,1.392160e+00,-2.48E+00
1.207347e-01,3.825322e+00,2.068742e+00
1.207970e-01,1.104289e+00,1.535506e+00
1.208593e-01,3.860948e+00,1.025221e+00
1.209215e-01,2.067524e+00,2.673599e+00
1.209838e-01,2.229200e+00,2.232271e+00
1.210461e-01,4.144458e-01,-2.93E+00
1.211083e-01,2.915987e+00,1.412704e+00
1.211706e-01,6.883268e-01,-1.82E+00
1.212329e-01,2.784505e+00,-9.80E-02
1.212951e-01,1.472602e+00,-3.45E-01
1.213574e-01,1.457682e+00,-1.09E+00
1.214197e-01,1.506955e+00,1.933839e+00
1.214819e-01,2.989594e+00,1.791519e+00
1.215442e-01,1.324549e+00,-2.95E+00
1.216065e-01,1.568491e+00,1.218726e+00
1.216687e-01,2.113789e+00,1.645538e+00
1.217310e-01,5.633773e-02,2.259492e+00
1.217933e-01,2.586110e+00,2.504287e+00
1.218555e-01,3.235589e+00,1.089127e+00
1.219178e-01,1.218259e+00,6.620853e-01
1.219801e-01,1.856741e+00,1.143025e-01
1.220423e-01,5.297119e-01,-9.00E-01
1.221046e-01,2.263500e+00,-2.60E+00
1.221669e-01,2.430509e+00,1.898694e+00
1.222291e-01,1.578961e+00,-7.08E-01
1.222914e-01,3.219867e+00,2.840716e+00
1.223537e-01,9.128811e-01,3.605779e-01
1.224159e-01,2.384278e+00,1.014766e+00
1.224782e-01,7.158185e-01,-1.67E+00
1.225405e-01,2.618434e+00,2.082993e+00
1.226027e-01,4.627969e-01,1.621185e+00
1.226650e-01,1.993668e+00,-2.12E+00
1.227273e-01,1.770093e+00,7.706524e-01
1.227895e-01,2.748721e+00,-1.13E+00
1.228518e-01,1.329224e+00,3.492826e-01
1.229141e-01,3.835197e+00,2.103636e+00
1.229763e-01,1.741507e+00,2.992155e+00
1.230386e-01,3.540588e+00,1.222077e+00
1.231009e-01,1.105582e-01,2.334402e+00
1.231631e-01,1.124254e+00,2.080806e+00
1.232254e-01,2.076693e+00,-5.92E-01
1.232877e-01,2.010779e+00,1.949283e+00
1.233499e-01,2.332626e+00,2.276173e+00
1.234122e-01,2.447911e+00,2.882419e-01
1.234745e-01,1.124461e+00,1.452053e+00
1.235367e-01,4.449350e+00,-7.12E-01
1.235990e-01,1.967663e+00,-3.04E+00
1.236613e-01,5.676363e-01,1.485707e+00
1.237235e-01,1.135028e+00,-2.53E+00
1.237858e-01,9.410140e-01,-2.77E+00
1.238481e-01,7.260058e-01,-6.31E-01
1.239103e-01,2.776947e+00,-1.53E+00
1.239726e-01,2.467049e+00,1.899090e+00
1.240349e-01,1.789533e+00,-2.95E+00
1.240971e-01,2.929857e+00,2.124348e+00
1.241594e-01,2.534699e+00,2.786422e+00
1.242217e-01,2.523383e+00,1.020870e+00
1.242839e-01,1.568515e+00,2.615731e+00
1.243462e-01,8.141343e-01,-1.49E-01
1.244085e-01,8.991572e-01,-3.07E+00
1.244707e-01,5.563356e-01,8.138686e-01
1.245330e-01,1.794254e+00,2.671058e+00
1.245953e-01,3.781425e-01,3.784584e-01
1.246575e-01,1.427377e+00,1.638371e+00
1.247198e-01,8.007813e-01,2.056038e+00
1.247821e-01,2.560596e+00,1.338241e+00
1.248443e-01,8.764090e-01,2.411988e+00
1.249066e-01,1.407733e+00,7.130335e-01
1.249689e-01,1.436287e+00,-2.88E+00
1.250311e-01,8.188942e-01,1.856195e+00
1.250934e-01,1.005973e-01,-3.00E-01
1.251557e-01,2.020892e+00,-3.13E+00
1.252179e-01,1.111157e+00,1.712648e+00
1.252802e-01,1.440616e+00,9.456783e-01
1.253425e-01,2.550220e+00,-1.26E+00
1.254047e-01,3.652511e+00,2.133801e+00
1.254670e-01,5.683390e-01,1.050069e-01
1.255293e-01,8.453929e-01,2.993807e+00
1.255915e-01,2.583595e+00,-2.83E+00
1.256538e-01,8.190887e-01,1.668382e+00
1.257161e-01,1.858533e+00,3.179782e-01
1.257783e-01,3.197094e+00,2.976095e+00
1.258406e-01,3.365193e+00,1.594787e+00
1.259029e-01,1.696116e+00,2.138642e+00
1.259651e-01,4.484732e+00,2.195686e+00
1.260274e-01,4.551875e+00,1.777548e+00
1.260897e-01,1.199113e+00,2.056878e+00
1.261519e-01,7.783428e-01,-1.97E-01
1.262142e-01,3.052665e+00,2.367270e+00
1.262765e-01,9.683392e-01,-1.69E+00
1.263387e-01,1.868704e+00,1.539297e+00
1.264010e-01,2.389981e-01,-2.22E+00
1.264633e-01,7.308970e-01,-4.65E-01
1.265255e-01,1.777989e+00,2.545321e+00
1.265878e-01,1.770106e+00,1.616732e+00
1.266501e-01,6.797193e-01,2.894333e+00
1.267123e-01,1.357475e+00,2.015737e+00
1.267746e-01,1.196777e+00,-6.79E-01
1.268369e-01,1.135311e+00,8.730683e-01
1.268991e-01,1.517649e+00,2.012540e+00
1.269614e-01,2.259331e+00,2.707926e-01
1.270237e-01,1.725626e+00,5.229242e-01
1.270859e-01,1.602181e+00,2.463632e+00
1.271482e-01,1.241530e+00,1.728193e+00
1.272105e-01,2.918516e+00,2.872043e+00
1.272727e-01,1.771549e+00,2.674031e+00
1.273350e-01,2.109972e+00,1.458636e+00
1.273973e-01,3.467789e+00,1.741160e+00
1.274595e-01,2.740125e+00,2.878050e+00
1.275218e-01,7.583373e-01,2.015509e+00
1.275841e-01,1.183887e+00,2.475351e+00
1.276463e-01,3.000735e+00,2.297103e+00
1.277086e-01,1.892730e+00,2.536311e+00
1.277709e-01,7.526607e-01,7.818005e-01
1.278331e-01,3.309535e+00,1.779809e+00
1.278954e-01,2.877671e+00,3.865154e-01
1.279577e-01,3.464757e+00,3.123332e+00
1.280199e-01,3.712903e+00,1.613335e+00
1.280822e-01,4.393778e+00,1.137207e+00
1.281445e-01,2.178597e+00,1.259908e+00
1.282067e-01,1.571075e+00,-7.76E-01
1.282690e-01,1.291348e+00,1.180656e+00
1.283313e-01,3.899356e-01,-2.94E+00
1.283935e-01,3.716836e+00,1.570590e+00
1.284558e-01,4.824866e+00,3.350480e-01
1.285181e-01,2.771436e+00,-1.21E+00
1.285803e-01,1.594397e+00,-3.01E+00
1.286426e-01,1.467738e-01,1.454828e+00
1.287049e-01,2.640098e+00,2.164678e+00
1.287671e-01,3.778921e+00,1.642264e+00
1.288294e-01,2.780501e+00,3.131389e+00
1.288917e-01,1.046038e+00,-1.63E+00
1.289539e-01,1.931709e+00,1.685138e+00
1.290162e-01,2.690422e+00,2.968998e-01
1.290785e-01,2.373492e+00,1.438126e+00
1.291407e-01,1.227440e+00,2.987164e+00
1.292030e-01,3.216526e+00,7.688396e-01
1.292653e-01,4.688248e-01,2.538669e+00
1.293275e-01,1.044964e+00,2.148784e-01
1.293898e-01,3.329233e+00,-1.98E+00
1.294521e-01,1.081990e+00,-6.87E-01
1.295143e-01,7.310727e-01,-2.12E+00
1.295766e-01,1.188939e+00,1.465785e+00
1.296389e-01,2.883284e+00,2.894729e+00
1.297011e-01,1.640589e+00,-2.73E+00
1.297634e-01,2.488625e+00,2.074239e+00
1.298257e-01,2.276000e+00,1.071192e+00
1.298879e-01,2.232584e+00,1.816596e+00
1.299502e-01,1.048615e+00,-2.69E-01
1.300125e-01,4.538684e+00,2.566796e+00
1.300747e-01,2.462017e+00,8.624751e-01
1.301370e-01,8.064334e-01,3.077946e-01
1.301993e-01,1.019258e+00,4.235743e-01
1.302615e-01,1.939931e+00,3.061041e+00
1.303238e-01,2.484779e+00,1.477939e+00
1.303861e-01,1.121103e+00,2.244087e+00
1.304483e-01,1.967054e+00,-1.91E+00
1.305106e-01,2.652948e+00,1.890634e+00
1.305729e-01,2.967355e+00,1.518918e+00
1.306351e-01,5.509102e-01,-8.62E-01
1.306974e-01,8.941625e-01,2.714553e+00
1.307597e-01,8.016401e-01,4.030403e-01
1.308219e-01,1.446119e+00,1.625462e+00
1.308842e-01,2.666498e+00,-7.67E-02
1.309465e-01,5.572766e-01,-1.93E+00
1.310087e-01,1.575753e+00,-2.69E+00
1.310710e-01,1.766066e+00,1.398018e+00
1.311333e-01,2.358580e+00,1.011977e+00
1.311955e-01,1.453513e+00,-2.72E-01
1.312578e-01,1.503889e+00,-2.26E+00
1.313200e-01,1.180905e+00,-2.56E+00
1.313823e-01,6.298303e-01,1.723798e+00
1.314446e-01,3.208046e+00,2.269263e+00
1.315068e-01,1.547246e+00,2.236762e+00
1.315691e-01,4.293883e+00,1.864266e+00
1.316314e-01,3.548916e+00,1.946575e+00
1.316936e-01,1.846193e+00,9.319221e-01
1.317559e-01,2.229621e+00,2.130234e+00
1.318182e-01,2.228176e+00,2.101512e-01
1.318804e-01,1.685376e+00,2.342940e+00
1.319427e-01,2.739505e+00,9.157451e-01
1.320050e-01,4.098043e+00,1.653084e+00
1.320672e-01,2.459299e+00,-2.27E-01
1.321295e-01,1.383675e+00,9.637126e-01
1.321918e-01,3.673230e+00,-3.38E-01
1.322540e-01,2.346650e+00,-1.91E+00
1.323163e-01,1.460536e+00,-1.24E+00
1.323786e-01,3.982310e+00,-2.02E+00
1.324408e-01,2.757251e+00,-3.09E+00
1.325031e-01,2.119450e+00,-2.93E+00
1.325654e-01,1.311667e+00,-2.49E+00
1.326276e-01,3.811150e-01,9.001923e-01
1.326899e-01,8.406746e-01,-5.25E-01
1.327522e-01,1.838589e+00,2.882596e+00
1.328144e-01,1.198758e+00,1.511580e+00
1.328767e-01,1.153922e-01,-2.03E+00
1.329390e-01,3.499257e+00,2.259502e+00
1.330012e-01,1.268411e+00,2.708179e+00
1.330635e-01,3.115469e+00,-6.16E-01
1.331258e-01,5.244092e-01,-2.84E+00
1.331880e-01,9.145519e-01,-2.49E+00
1.332503e-01,1.697103e+00,1.549490e+00
1.333126e-01,1.913923e+00,-2.15E+00
1.333748e-01,2.678390e+00,-2.17E+00
1.334371e-01,2.260020e+00,-1.25E+00
1.334994e-01,2.315588e+00,1.562634e+00
1.335616e-01,1.516982e+00,-2.08E+00
1.336239e-01,1.916815e+00,2.235778e+00
1.336862e-01,6.304298e-01,1.795285e+00
1.337484e-01,1.649912e+00,-3.09E+00
1.338107e-01,1.555422e+00,2.937061e+00
1.338730e-01,5.383892e-01,-1.49E+00
1.339352e-01,2.172319e+00,2.498912e+00
1.339975e-01,1.942693e+00,-4.83E-01
1.340598e-01,1.145331e+00,2.666988e+00
1.341220e-01,7.647154e-01,2.300601e+00
1.341843e-01,2.935305e+00,-1.69E+00
1.342466e-01,2.575967e+00,2.768777e+00
1.343088e-01,2.396409e+00,2.244466e+00
1.343711e-01,6.397837e-01,-3.00E+00
1.344334e-01,9.028492e-01,-2.19E+00
1.344956e-01,2.780846e+00,2.480868e+00
1.345579e-01,1.532007e+00,3.913624e-01
1.346202e-01,1.097705e+00,-2.96E+00
1.346824e-01,3.185395e+00,1.880155e+00
1.347447e-01,3.413446e+00,2.769318e+00
1.348070e-01,3.913636e+00,1.585808e+00
1.348692e-01,1.389337e+00,1.124324e+00
1.349315e-01,2.167661e+00,1.956739e+00
1.349938e-01,1.766910e+00,1.861161e+00
1.350560e-01,1.854185e+00,1.885480e+00
1.351183e-01,4.064456e+00,1.403075e+00
1.351806e-01,1.690808e+00,3.012666e+00
1.352428e-01,1.718575e+00,2.361770e-01
1.353051e-01,2.113209e+00,1.326402e+00
1.353674e-01,2.301656e+00,1.325846e+00
1.354296e-01,2.618502e+00,1.942415e+00
1.354919e-01,3.415889e+00,8.633813e-01
1.355542e-01,2.638392e+00,-7.35E-01
1.356164e-01,5.795655e-01,-2.70E+00
1.356787e-01,1.939412e+00,-8.33E-01
1.357410e-01,1.369317e+00,-1.83E+00
1.358032e-01,3.404663e+00,1.636080e+00
1.358655e-01,1.489247e+00,1.591226e+00
1.359278e-01,9.099998e-01,-2.73E+00
1.359900e-01,5.424323e-01,-1.44E+00
1.360523e-01,1.330400e+00,2.207716e+00
1.361146e-01,1.165931e+00,-1.41E+00
1.361768e-01,9.860392e-01,9.117356e-01
1.362391e-01,2.239485e+00,-4.52E-01
1.363014e-01,1.505954e+00,1.490634e+00
1.363636e-01,7.727133e-01,-3.45E-01
1.364259e-01,1.556924e+00,-1.78E-01
1.364882e-01,1.267451e+00,-2.01E+00
1.365504e-01,8.962757e-01,-2.56E+00
1.366127e-01,1.642677e+00,-1.45E+00
1.366750e-01,2.047945e+00,-6.65E-01
1.367372e-01,2.122532e+00,-2.40E+00
1.367995e-01,2.573448e+00,-5.63E-01
1.368618e-01,4.916690e-01,3.302650e-01
1.369240e-01,8.189412e-01,-1.68E+00
1.369863e-01,2.578481e+00,2.904421e+00
1.370486e-01,1.368008e+00,1.955251e+00
1.371108e-01,2.200503e+00,-5.56E-01
1.371731e-01,1.566316e+00,-1.85E+00
1.372354e-01,2.175427e+00,-2.13E+00
1.372976e-01,1.378501e+00,2.224481e+00
1.373599e-01,3.612846e+00,-2.67E+00
1.374222e-01,3.779251e+00,1.366340e+00
1.374844e-01,2.782479e+00,-2.15E+00
1.375467e-01,2.031867e+00,1.328829e+00
1.376090e-01,1.229364e+00,-2.41E+00
1.376712e-01,7.961706e-01,2.934199e+00
1.377335e-01,2.367932e+00,-2.03E+00
1.377958e-01,1.012742e+00,-8.62E-01
1.378580e-01,1.950216e+00,2.318702e+00
1.379203e-01,1.692701e+00,1.516172e+00
1.379826e-01,2.326774e+00,2.363191e+00
1.380448e-01,2.963297e+00,3.051810e+00
1.381071e-01,1.517627e+00,1.677807e+00
1.381694e-01,7.343081e-01,1.846388e+00
1.382316e-01,1.940876e+00,2.486249e+00
1.382939e-01,6.822967e-01,-2.59E+00
1.383562e-01,1.594525e+00,2.045308e+00
1.384184e-01,1.504318e+00,1.048349e+00
1.384807e-01,1.024534e-01,1.107766e+00
1.385430e-01,1.401686e+00,1.184466e+00
1.386052e-01,2.997017e+00,2.477408e+00
1.386675e-01,2.995300e+00,2.699345e+00
1.387298e-01,1.030006e+00,-4.98E-02
1.387920e-01,1.053574e+00,8.912336e-01
1.388543e-01,2.686972e+00,2.127416e+00
1.389166e-01,1.242753e+00,-2.99E+00
1.389788e-01,2.146802e+00,1.769601e+00
1.390411e-01,1.353410e+00,2.351974e+00
1.391034e-01,1.662581e+00,1.644382e+00
1.391656e-01,1.185413e+00,3.015663e+00
1.392279e-01,1.574372e+00,2.053617e+00
1.392902e-01,1.141625e+00,2.070501e-01
1.393524e-01,1.190472e+00,1.201454e+00
1.394147e-01,3.098012e+00,1.389865e+00
1.394770e-01,3.110738e+00,1.115950e+00
1.395392e-01,8.535184e-01,9.075880e-01
1.396015e-01,7.159121e-01,-1.49E+00
1.396638e-01,2.109555e+00,1.227256e+00
1.397260e-01,8.056046e-01,2.114767e+00
1.397883e-01,1.428982e+00,1.055669e+00
1.398506e-01,1.509921e+00,-6.45E-01
1.399128e-01,2.323172e+00,-8.68E-01
1.399751e-01,2.594712e+00,3.038760e+00
1.400374e-01,1.310209e+00,-2.88E+00
1.400996e-01,1.911238e+00,-1.17E+00
1.401619e-01,1.286693e+00,2.899876e+00
1.402242e-01,1.968849e+00,2.816768e+00
1.402864e-01,7.570979e-01,2.762865e+00
1.403487e-01,1.102419e+00,-1.64E+00
1.404110e-01,4.594388e-01,1.299196e+00
1.404732e-01,1.402076e+00,-2.93E+00
1.405355e-01,2.441624e+00,2.550078e+00
1.405978e-01,4.707272e-01,-5.85E-01
1.406600e-01,6.879080e-01,1.659091e+00
1.407223e-01,2.088140e+00,1.185067e+00
1.407846e-01,7.607619e-01,-2.00E+00
1.408468e-01,1.959979e-01,-4.01E-01
1.409091e-01,2.792300e+00,2.019240e+00
1.409714e-01,2.281802e+00,3.306609e-01
1.410336e-01,7.464800e-01,1.312877e+00
1.410959e-01,2.313753e+00,2.389301e-01
1.411582e-01,5.463524e-01,6.583829e-01
1.412204e-01,1.610848e+00,2.395937e+00
1.412827e-01,1.744925e+00,-5.56E-01
1.413450e-01,1.180828e+00,-1.89E+00
1.414072e-01,1.732822e-01,2.055431e+00
1.414695e-01,7.843780e-01,3.098862e+00
1.415318e-01,4.171832e-01,-8.09E-01
1.415940e-01,3.706969e+00,3.049691e+00
1.416563e-01,9.829058e-01,-6.49E-02
1.417186e-01,1.103923e+00,-2.77E-01
1.417808e-01,2.640415e+00,-2.65E+00
1.418431e-01,1.027615e+00,-1.63E+00
1.419054e-01,6.263286e-01,-1.66E-01
1.419676e-01,9.832615e-01,1.857748e+00
1.420299e-01,1.867096e+00,2.532757e+00
1.420922e-01,1.899022e+00,6.577214e-01
1.421544e-01,1.445997e+00,-1.20E+00
1.422167e-01,2.453716e+00,-2.72E+00
1.422790e-01,1.012814e+00,8.069372e-01
1.423412e-01,4.170939e+00,2.509316e+00
1.424035e-01,2.565314e-01,2.762032e+00
1.424658e-01,2.223333e+00,-2.82E+00
1.425280e-01,1.818820e+00,-1.22E+00
1.425903e-01,3.071194e+00,1.953087e+00
1.426526e-01,1.805433e+00,-9.96E-01
1.427148e-01,7.891912e-01,3.016019e+00
1.427771e-01,2.417204e+00,-2.56E+00
1.428394e-01,1.771808e+00,1.812966e+00
1.429016e-01,6.210454e+00,2.861906e+00
1.429639e-01,2.494807e+00,6.383203e-01
1.430262e-01,3.936810e+00,-2.75E+00
1.430884e-01,3.132278e+00,1.495158e+00
1.431507e-01,4.019696e+00,2.344423e+00
1.432130e-01,1.071397e+00,-4.64E-01
1.432752e-01,1.557550e+00,2.880139e+00
1.433375e-01,2.945031e+00,-2.84E+00
1.433998e-01,2.512550e+00,3.029244e+00
1.434620e-01,3.803149e+00,2.868396e+00
1.435243e-01,3.811824e+00,1.583681e+00
1.435866e-01,8.108184e-01,1.348942e+00
1.436488e-01,7.655526e-01,-3.09E+00
1.437111e-01,7.786488e-01,-1.31E+00
1.437733e-01,9.753989e-01,-3.11E+00
1.438356e-01,1.839662e+00,7.660558e-01
1.438979e-01,1.359125e+00,-1.69E+00
1.439601e-01,2.395813e+00,1.384752e+00
1.440224e-01,1.614946e+00,7.829797e-01
1.440847e-01,3.658521e-01,-8.47E-01
1.441469e-01,8.153084e-01,2.372025e+00
1.442092e-01,9.350277e-01,-2.30E+00
1.442715e-01,1.129747e+00,2.774823e+00
1.443337e-01,2.315064e+00,2.876950e+00
1.443960e-01,2.502004e+00,2.006226e+00
1.444583e-01,1.752318e+00,2.724940e+00
1.445205e-01,1.789160e+00,1.716401e+00
1.445828e-01,8.134917e-01,2.699359e+00
1.446451e-01,1.143949e+00,4.236511e-02
1.447073e-01,1.872952e+00,-3.07E-01
1.447696e-01,1.854847e+00,2.540289e+00
1.448319e-01,1.507996e+00,1.431852e+00
1.448941e-01,1.963036e+00,-1.56E+00
1.449564e-01,2.803002e+00,-2.56E+00
1.450187e-01,1.206991e+00,-2.00E+00
1.450809e-01,1.619942e+00,2.413928e+00
1.451432e-01,9.222910e-01,-2.90E+00
1.452055e-01,2.268470e+00,1.974189e+00
1.452677e-01,2.000727e+00,1.985514e+00
1.453300e-01,3.523318e+00,1.401752e+00
1.453923e-01,6.529700e-01,-2.54E-01
1.454545e-01,1.671894e+00,-7.58E-02
1.455168e-01,1.640941e+00,-2.89E-01
1.455791e-01,2.010611e+00,-1.28E-01
1.456413e-01,2.306110e+00,-1.00E+00
1.457036e-01,2.485735e+00,2.453505e+00
1.457659e-01,1.984820e+00,-1.35E+00
1.458281e-01,2.471462e+00,-3.00E+00
1.458904e-01,2.357086e+00,3.000371e+00
1.459527e-01,6.490666e-01,2.551280e+00
1.460149e-01,1.914697e+00,1.908260e+00
1.460772e-01,2.109391e+00,2.174851e+00
1.461395e-01,7.933376e-01,1.184406e+00
1.462017e-01,1.792648e+00,2.526167e+00
1.462640e-01,1.463921e+00,2.078153e+00
1.463263e-01,3.526263e+00,9.267202e-01
1.463885e-01,1.519653e+00,1.447718e+00
1.464508e-01,4.664552e-01,2.703068e+00
1.465131e-01,8.728387e-01,2.625553e+00
1.465753e-01,1.244331e+00,3.039641e+00
1.466376e-01,2.070012e+00,-2.14E+00
1.466999e-01,5.906848e-01,-2.92E+00
1.467621e-01,3.646934e+00,2.081488e+00
1.468244e-01,2.735613e+00,2.604680e+00
1.468867e-01,2.834351e+00,7.352688e-01
1.469489e-01,1.965164e+00,2.816376e+00
1.470112e-01,3.110443e+00,2.353748e+00
1.470735e-01,2.169649e+00,1.110950e+00
1.471357e-01,1.731603e+00,-1.18E-01
1.471980e-01,2.785578e+00,8.345301e-02
1.472603e-01,6.326977e-01,-2.26E+00
1.473225e-01,8.151177e-01,2.250090e+00
1.473848e-01,8.734644e-01,2.019454e+00
1.474471e-01,1.539824e+00,-1.07E+00
1.475093e-01,4.406250e-01,2.239762e-02
1.475716e-01,5.016191e-01,1.772967e+00
1.476339e-01,1.034022e+00,5.522855e-01
1.476961e-01,2.847006e+00,2.392694e+00
1.477584e-01,8.057832e-01,3.097122e+00
1.478207e-01,1.946492e+00,-1.86E+00
1.478829e-01,7.518656e-01,1.300893e+00
1.479452e-01,1.267008e+00,1.655285e+00
1.480075e-01,1.176493e+00,1.590962e+00
1.480697e-01,1.827732e+00,-8.47E-01
1.481320e-01,6.440045e-01,-7.95E-01
1.481943e-01,2.508742e+00,1.741877e+00
1.482565e-01,2.352578e+00,2.256600e+00
1.483188e-01,2.089570e+00,9.266936e-01
1.483811e-01,7.653409e-01,-2.94E+00
1.484433e-01,2.699533e+00,7.702853e-01
1.485056e-01,9.572101e-01,-1.53E+00
1.485679e-01,1.189408e+00,-2.76E+00
1.486301e-01,2.024715e+00,2.029590e+00
1.486924e-01,1.373888e+00,1.890614e+00
1.487547e-01,1.776421e+00,2.523998e+00
1.488169e-01,2.028274e+00,2.067108e-01
1.488792e-01,8.775282e-01,1.623922e+00
1.489415e-01,6.637385e-01,8.213936e-01
1.490037e-01,2.267203e+00,2.055626e+00
1.490660e-01,5.737367e-01,2.086725e+00
1.491283e-01,1.199354e+00,1.916141e+00
1.491905e-01,4.899641e-02,-2.72E-01
1.492528e-01,1.984130e+00,-2.94E+00
1.493151e-01,3.752635e+00,1.948439e+00
1.493773e-01,1.189662e+00,1.269056e+00
1.494396e-01,2.411663e+00,1.050494e+00
1.495019e-01,6.931297e-01,1.010732e+00
1.495641e-01,1.480055e+00,2.460220e+00
1.496264e-01,8.740811e-01,1.438246e+00
1.496887e-01,2.072354e+00,1.988923e+00
1.497509e-01,4.677886e-01,-2.22E+00
1.498132e-01,1.117164e+00,1.520054e+00
1.498755e-01,2.845317e+00,2.465202e+00
1.499377e-01,1.400831e+00,-3.10E+00
1.500000e-01,1.699041e+00,2.252675e+00
1.500623e-01,1.670273e+00,1.483158e+00
1.501245e-01,9.885830e-01,2.136295e+00
1.501868e-01,2.294969e+00,2.126894e+00
1.502491e-01,7.353079e-01,-2.82E+00
1.503113e-01,7.255195e-01,4.028555e-01
1.503736e-01,9.106458e-01,-7.80E-01
1.504359e-01,1.160043e+00,-3.54E-01
1.504981e-01,1.219583e+00,2.095093e+00
1.505604e-01,2.808660e-01,1.094822e+00
1.506227e-01,7.981945e-01,-6.15E-01
1.506849e-01,1.168904e+00,2.566042e+00
1.507472e-01,2.235940e+00,1.828390e+00
1.508095e-01,1.001314e+00,-1.33E+00
1.508717e-01,1.979545e+00,1.565112e+00
1.509340e-01,3.373643e-01,1.893123e-01
1.509963e-01,2.094068e+00,1.000843e+00
1.510585e-01,2.210594e+00,9.042313e-01
1.511208e-01,3.652648e-01,6.885479e-01
1.511831e-01,9.621313e-01,1.588342e+00
1.512453e-01,1.609731e+00,-3.99E-02
1.513076e-01,9.170888e-01,1.366429e+00
1.513699e-01,2.395761e-01,-1.95E+00
1.514321e-01,9.282626e-01,2.575049e+00
1.514944e-01,1.218680e+00,1.384499e+00
1.515567e-01,4.757859e-01,3.062841e+00
1.516189e-01,1.401897e+00,1.701155e+00
1.516812e-01,2.556427e+00,2.538629e+00
1.517435e-01,8.758942e-01,2.314396e+00
1.518057e-01,2.735930e+00,6.469031e-01
1.518680e-01,4.503546e-01,-1.94E+00
1.519303e-01,2.605483e-01,-1.35E+00
1.519925e-01,6.339316e-01,1.079310e+00
1.520548e-01,1.948503e+00,-3.03E+00
1.521171e-01,1.410106e+00,2.813195e+00
1.521793e-01,2.301023e+00,-2.51E+00
1.522416e-01,1.305896e+00,2.521883e+00
1.523039e-01,1.573904e+00,2.462964e+00
1.523661e-01,1.313024e+00,2.187626e+00
1.524284e-01,2.034633e+00,2.474091e+00
1.524907e-01,2.244814e+00,7.049110e-01
1.525529e-01,1.120233e+00,6.649173e-01
1.526152e-01,8.149834e-01,2.422211e+00
1.526775e-01,1.497395e+00,2.040976e+00
1.527397e-01,2.113739e+00,1.504994e+00
1.528020e-01,3.376242e+00,2.145477e+00
1.528643e-01,1.466412e+00,1.917305e+00
1.529265e-01,1.942950e+00,1.134264e+00
1.529888e-01,1.540656e+00,1.929421e+00
1.530511e-01,1.238734e+00,2.701091e+00
1.531133e-01,1.602793e+00,2.729308e+00
1.531756e-01,1.040347e+00,1.617630e+00
1.532379e-01,3.142942e+00,2.890141e+00
1.533001e-01,3.345862e+00,2.031268e+00
1.533624e-01,5.996643e-01,1.503864e+00
1.534247e-01,1.223148e+00,1.679018e+00
1.534869e-01,2.163798e+00,1.735560e+00
1.535492e-01,2.266106e+00,1.104395e+00
1.536115e-01,2.724066e-01,-2.84E+00
1.536737e-01,1.358063e+00,5.612085e-01
1.537360e-01,1.392287e+00,1.322581e+00
1.537983e-01,2.697721e+00,9.396591e-01
